業種,施設名称,施設所在地,緯度,経度
特区民泊,ＵＮＩＶＥＲＳＡＬ　ＲＯＯＭ,大阪府大阪市浪速区元町２丁目８番２１号メビウス八阪　２０３、３０３、５０３、６０３号,34.66129809,135.4971752
特区民泊,ｎａｍｂａ　ｙａｓａｋａ　ｈｏｕｓｅ,大阪府大阪市浪速区元町２丁目８番２１号メビウス八阪　７０１号室,34.66129809,135.4971752
特区民泊,Ｌｕｘｕｒｙ　Ｃｌａｓｓｉｃ　ｒｏｏｍ,大阪府大阪市浪速区元町２丁目８番２１号メビウス八阪３０１号室,34.66129809,135.4971752
特区民泊,パクカン,大阪府大阪市浪速区元町２丁目８番２１号メビウス八阪４０２号,34.66129809,135.4971752
特区民泊,メビウス八阪５０１号民泊,大阪府大阪市浪速区元町２丁目８番２１号メビウス八阪５０１号,34.66129809,135.4971752
特区民泊,ＴＲＵＥ　Ｉｎｎ,大阪府大阪市浪速区元町２丁目８番３２号富士元町ビル１０１，２０１，２０２，３０１，３０２，４０１，４０２，５０１，５０２，６０１，６０２号室,34.66209795,135.4974935
特区民泊,元町クロスビル,大阪府大阪市浪速区元町２丁目８番５号元町クロスビル　３Ｆ,34.66164842,135.4976886
旅館業,東横ＩＮＮ大阪なんば西,大阪府大阪市浪速区元町２丁目８番７号,34.66157036,135.4976838
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９　ラグジュリア難波１０６,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９　ラグジュリア難波２０２,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９　ラグジュリア難波３０２,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９　ラグジュリア難波３０４,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９－３０３,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－１１－９ラグジュリア難波１０２,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３ー１１－９ラグジュリア難波２０３,34.65929613,135.4963457
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４　４０１,34.660024,135.4975843
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４　７０５号室,34.660024,135.4975843
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４　８０１,34.660024,135.4975843
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４－４０２,34.660024,135.4975843
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４－６０２,34.660024,135.4975843
住宅宿泊事業,ー,大阪府大阪市浪速区元町３－９－４－８０５,34.660024,135.4975843
特区民泊,Ｈｏｔｅｌ　Ｓ－Ｐｒｅｓｓｏ　Ｗｅｓｔ,大阪府大阪市浪速区元町３丁目１０番１５号Ｈｏｔｅｌ　Ｓ－Ｐｒｅｓｓｏ　Ｗｅｓｔ,34.65962318,135.4968849
旅館業,ＨＯＴＥＬ　ＮＩＳＳＩＮ,大阪府大阪市浪速区元町３丁目１０番１８号,34.65968275,135.4970184
特区民泊,ｃｏｃｏｎｅ　ｈｏｕｓｅ　ｎａｍｂａ,大阪府大阪市浪速区元町３丁目１０番４号晋陽ビル２階　２０１・２０２・２０３・２０４号　３階　３０１・３０２・３０３・３０４号　４階　４０１・４０２・４０３・４０４号,34.65946997,135.4975798
旅館業,ＵＨ　ＳＵＩＴＥ　ＯＳＡＫＡ　ＮＡＭＢＡ　ＳＴＡＴＩＯＮ,大阪府大阪市浪速区元町３丁目１０番８号,34.65922962,135.4973983
特区民泊,ＳＫＹ　ＬＩＶＩＮＧ　ＮＡＭＢＡ,大阪府大阪市浪速区元町３丁目１１番２２号３０１，３０２，３０３，３０４，４０１，４０２，４０３，４０４，５０１，５０２，５０３，５０４，６０１，６０２，６０３，６０４，７０１，７０２，７０３，７０４，８０１，８０２，８０３，８０４号室,34.6597683,135.4962436
旅館業,プラムホテル,大阪府大阪市浪速区元町３丁目１１番２２号プラムホテル,34.6597683,135.4962436
特区民泊,グライアホステル難波元町,大阪府大阪市浪速区元町３丁目１１番９号ラグジュリア難波　２０１,34.65929613,135.4963457
特区民泊,ラグジュリア難波,大阪府大阪市浪速区元町３丁目１１番９号ラグジュリア難波　２階２０１、２０４号室　３階３０１、３０５号室,34.65929613,135.4963457
特区民泊,ラグジュリア難波４０１,大阪府大阪市浪速区元町３丁目１１番９号ラグジュリア難波４０１号室,34.65929613,135.4963457
特区民泊,ＲＵＫＡ元町,大阪府大阪市浪速区元町３丁目１２番１０号パークサイド難波　７１１・７１２・９１３・１１１３,34.65946497,135.495176
旅館業,ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　大阪難波　ＷＥＳＴ,大阪府大阪市浪速区元町３丁目１番１４号,34.66057991,135.4970559
特区民泊,アーデルハイムなにわ,大阪府大阪市浪速区元町３丁目１番１５号アーデルハイムなにわ（５０２）,34.66067958,135.4970757
特区民泊,アーデルハイムなにわ,大阪府大阪市浪速区元町３丁目１番１５号アーデルハイムなにわ２０２、２０３、２０５、７０１号室,34.66067958,135.4970757
特区民泊,Ｇ．Ｓ　ＣＯＴＯ　元町,大阪府大阪市浪速区元町３丁目１番１６号ＧＳコート元町　３０１・４０１・５０１号室,34.66082338,135.4970697
特区民泊,Ｎａｎｉｗａ　Ｈｏｕｓｅ,大阪府大阪市浪速区元町３丁目１番１号鎌田ビル　４階　８階　９階,34.6608836,135.4975997
特区民泊,静心,大阪府大阪市浪速区元町３丁目２番１７号,34.66091355,135.4959495
特区民泊,ＭＡＴＡＴＡＢＩ　ＳＴＡＹ　アリタ元町,大阪府大阪市浪速区元町３丁目２番２６号,34.66086937,135.4969496
特区民泊,ハイム森下,大阪府大阪市浪速区元町３丁目７番１０号ハイム森下　２０１．３０１．４００,34.65996413,135.495196
特区民泊,響時,大阪府大阪市浪速区元町３丁目７番１６号グランフィオーレＮＡＭＢＡ　２０２・５０２・６０１・１００２号室,34.66014636,135.4948123
特区民泊,錦園,大阪府大阪市浪速区元町３丁目８番７号伍條ビル　４０１・６０１・７０１・８０１・１００１号室,34.65987875,135.4965898
特区民泊,ＭｏｔｏＭａｃｈｉ　Ｓｔａｙ,大阪府大阪市浪速区元町３丁目９番１０号清水ビル西館,34.659826,135.4972892
旅館業,Ａ．Ａ．Ｏ　ＢＬＤＧ．ＮＡＭＢＡ,大阪府大阪市浪速区元町二丁目４番１３号Ａ．Ａ．Ｏ　ＢＬＤＧ．ＮＡＭＢＡ　２，５，６，７階,34.66260169,135.4947382
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー２０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー２０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー３０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー３０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー４０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー４０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー５０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー５０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー６０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー６０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー７０３,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－１１ー７０９,34.66919594,135.4923619
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波２１０,34.66911034,135.4931159
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波２１１,34.66911034,135.4931159
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波３０３,34.66911034,135.4931159
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波４０２,34.66911034,135.4931159
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波５０３,34.66911034,135.4931159
住宅宿泊事業,ー,大阪府大阪市浪速区幸町１－４－５アリタハイツ難波５１１,34.66911034,135.4931159
特区民泊,リバーサイド難波　民泊,大阪府大阪市浪速区幸町１丁目１番１０号リバーサイド難波　１階：１０１　２階：２００・２０１・２０２・２０３・２０６　３階：３０１・３０３　４階：４００・４０１・４０３　５階：５００・５０１・５０３　６階：６０１・６０２・６０３　７階：７０２　８階：８００・８０１,34.66901064,135.4940718
特区民泊,リバーサイド難波　民泊,大阪府大阪市浪速区幸町１丁目１番１０号リバーサイド難波３０２・５０２・６００・７００,34.66901064,135.4940718
特区民泊,大阪難波リバーサイドガーデンホテル,大阪府大阪市浪速区幸町１丁目１番１１号ＢＲＡＶＥ湊町２０１・２０２・２０３・３０１・３０２・３０３・４０１・４０２・４０３・５０１・５０２・５０３・６０１・６０２・６０３・７０１・７０２・７０３・８０１・８０２・８０３・９０１・９０２・９０３・１００１・１００２・１１０１・１１０２・１２０１,34.66905537,135.4935834
特区民泊,Ｃａｓａ　Ｒｉｏ　Ｄｏｕｔｏｎ,大阪府大阪市浪速区幸町１丁目１番５号Ｃａｓａ　Ｒｉｏ　Ｄｏｕｔｏｎ２０２・２０３・３０１・３０３・５０３・７０２号室,34.66897798,135.4943154
特区民泊,ｂ＆難波１号店,大阪府大阪市浪速区幸町１丁目３番９号スポーティア西難波ＢＬＤ　４０１・４０３・５０３・７０１・７０２・８０３・９０１,34.66832653,135.4931356
特区民泊,桜川　Ｈｏｔｅｌ　Ｎａｍｂａ,"大阪府大阪市浪速区幸町１丁目４番１１号桜川　Ｈｏｔｅｌ　Ｎａｍｂａ　201,206,301,306,401,406,501,506,601,606,701,706号室",34.66919594,135.4923619
特区民泊,Ｄｏ?　ＡＲＩＴＡ　　,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波　３０７　５０７,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波　４０３・４１１,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波１０５・２０８号室,34.66911034,135.4931159
特区民泊,アリタハイツ難波２０５,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波２０５,34.66911034,135.4931159
特区民泊,アリタハイツ難波２０６,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波２０６,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波２１０・３０１・４０１・５０６・５１０号室,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波３０３・３１１,34.66911034,135.4931159
特区民泊,ｃｏｎｄｓ２４　難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波３０５・３０８,34.66911034,135.4931159
旅館業,大阪アリタハイツ難波３１０,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波３１０,34.66911034,135.4931159
特区民泊,ｃｌａｐ　ｓｔａｙ　Ｄｏｔｏｎｂｏｒｉ,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波４０７,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波４１０・６０１,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波５０１,34.66911034,135.4931159
特区民泊,アリタハイツ難波,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波５０２,34.66911034,135.4931159
特区民泊,アリタハイツ難波５０３,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波５０３,34.66911034,135.4931159
特区民泊,アリタハイツ難波５０５,大阪府大阪市浪速区幸町１丁目４番５号アリタハイツ難波５０５,34.66911034,135.4931159
旅館業,桜川リバーサイドホテル,大阪府大阪市浪速区幸町１丁目４番７号,34.66914838,135.4927796
住宅宿泊事業,ー,大阪府大阪市浪速区幸町２－２－４３　２０１、３０１、４０１,34.66921399,135.4910809
住宅宿泊事業,ー,大阪府大阪市浪速区幸町２－２－４３　２０２、２０３、２０４、２０５、２０６、３０２、３０３、３０４、３０５、３０６、４０２、４０３、４０４、４０５、４０６,34.66921399,135.4910809
旅館業,ＨＯＳＴＥＬ　ＣＨＩＬＬＡＸ,大阪府大阪市浪速区幸町２丁目１番３号チルアウトビル,34.66925401,135.491861
特区民泊,ゲストハウス幸町,大阪府大阪市浪速区幸町２丁目２番２７号　２Ｆ・３Ｆ,34.66878551,135.490042
旅館業,ゲストハウス幸町,大阪府大阪市浪速区幸町２丁目２番２７号１階,34.66878551,135.490042
特区民泊,櫻之川小屋,大阪府大阪市浪速区幸町２丁目２番２８号イシカワプチマンション（２Ａ．２Ｂ．３Ａ．３Ｂ．４Ａ．４Ｂ．５Ａ）,34.66887042,135.4900344
特区民泊,桜の川小屋,大阪府大阪市浪速区幸町２丁目２番２８号イシカワプチマンション２～５階,34.66887042,135.4900344
旅館業,ホステル　チルアウト,大阪府大阪市浪速区幸町２丁目２番２号,34.66900179,135.4918086
特区民泊,Ｈｏｔｅｌ　Ａｂｉｔａｒｅ　Ｎａｍｂａ‐Ｗｅｓｔ,大阪府大阪市浪速区幸町２丁目２番４４号Ｈｏｔｅｌ　Ａｂｉｔａｒｅ　Ｎａｍｂａ‐Ｗｅｓｔ,34.66919872,135.4911684
旅館業,ゲストハウス　コマ,大阪府大阪市浪速区幸町２丁目３番１２号,34.66863744,135.4894628
特区民泊,コート幸町,大阪府大阪市浪速区幸町２丁目３番１５号コート幸町　２０２・２０３・２０５・２０６・２０７・２０８・２１０・３０７・３１０号室,34.66866621,135.4891343
特区民泊,ＳＷＩＳＳ難波西,大阪府大阪市浪速区幸町２丁目３番２０号ＳＷＩＳＳ難波西７０１号室,34.66870081,135.4886515
特区民泊,Ｓｗｉｓｓ　Ｎａｍｂａ　Ｗｅｓｔ,大阪府大阪市浪速区幸町２丁目３番２０号スイス難波西６０１・１１０１・１２０１・１３０１号室,34.66870081,135.4886515
旅館業,ＹＡ－おおさか屋　ＮＡＭＢＡ,大阪府大阪市浪速区幸町２丁目４番１４号,34.66948587,135.4886966
特区民泊,ＸＲＯＳＳ　ＳＴＡＹ　Ｎａｍｂａ１１,大阪府大阪市浪速区幸町２丁目４番１４号ＳＴ．ＢＬＤ　Ｓａｉｗａｉｃｈｏ　３Ｆ,34.66948587,135.4886966
特区民泊,タスワンスペース幸町４Ｆ,大阪府大阪市浪速区幸町２丁目４番１４号ＳＴ．ＢＬＤ　ＳＡＩＷＡＩＣＨＯ　４Ｆ,34.66948587,135.4886966
特区民泊,タスワンスペース幸町　５Ｆ,大阪府大阪市浪速区幸町２丁目４番１４号ＳＴ．ＢＬＤ　ＳＡＩＷＡＩＣＨＯ　５Ｆ,34.66948587,135.4886966
旅館業,ＰＩＣＮＩＣ,大阪府大阪市浪速区幸町２丁目８番３号,34.66927489,135.487428
特区民泊,Ｒ　Ｈｏｍｅ　Ｓａｋｕｒａｇａｗａ　Ｒｉｖｅｒｓｉｄｅ,大阪府大阪市浪速区幸町３丁目１番６号Ｒ　Ｈｏｍｅ　Ｓａｋｕｒａｇａｗａ　Ｒｉｖｅｒｓｉｄｅ,34.66919996,135.4861932
旅館業,ＪＡ　ＰＲＥＭＩＥＲ　ＨＯＴＥＬ　桜川,大阪府大阪市浪速区幸町３丁目２番７号,34.66919258,135.4861126
特区民泊,Ｃｒｉｃｅ　Ｈｏｔｅｌ　難波Ⅱ,大阪府大阪市浪速区幸町３丁目３番１４号Ｃｒｉｃｅ　Ｎｉｋｋｏ　幸町Ⅲ　４０１、８０１、８０２、９０１、１００２号室,34.66865955,135.4853741
特区民泊,大阪民泊ＧＮ９８,大阪府大阪市浪速区幸町３丁目３番１４号ＧＮ　Ｓａｉｗａｉｃｈｏ,34.66865955,135.4853741
特区民泊,ＳＡＫＵＲＡＧＡＷＡ　ＨＯＵＳＥ,大阪府大阪市浪速区幸町３丁目３番５号幸町ビル３，４階,34.66882398,135.486288
特区民泊,幸町ゲストハウス,大阪府大阪市浪速区幸町３丁目３番５号幸町ビル３階、４階,34.66882398,135.486288
旅館業,スマイルホテルなんば,大阪府大阪市浪速区幸町３丁目３番９号,34.66876258,135.4858568
特区民泊,Ｃｒｉｃｅ　Ｈｏｔｅｌ　難波,大阪府大阪市浪速区幸町３丁目４番１３号Ｃｒｉｃｅ　Ｎｉｋｋｏ　幸町Ⅱ　２０１号・３０１号・４０１号・５０１号・６０１号,34.66846029,135.4841889
特区民泊,Ｐｅｒｆｅｃｔ　Ｌｉｆｅ　難波西,大阪府大阪市浪速区幸町３丁目４番１６号Ｐｅｒｆｅｃｔ　Ｌｉｆｅ　難波西　１０１、１０２、２０１、２０２、３０１、４０１、４０２号室,34.66854152,135.4840101
特区民泊,Ｐｅｒｆｅｃｔ　Ｌｉｆｅ　難波西,大阪府大阪市浪速区幸町３丁目４番１６号Ｐｅｒｆｅｃｔ　Ｌｉｆｅ　難波西　１０１・１０２・２０１・２０２,34.66854152,135.4840101
特区民泊,桜川ゲストハウス,大阪府大阪市浪速区幸町３丁目８番１５号,34.66808698,135.4820216
特区民泊,Ｍｅｅｎｏ　ｈｏｍｅ　汐見,大阪府大阪市浪速区幸町３丁目８番１５号,34.66808698,135.4820216
特区民泊,Ｍｅｅｎｏ　ｈｏｍｅ　幸せ,大阪府大阪市浪速区幸町３丁目８番１５号,34.66808698,135.4820216
旅館業,浪速エンペラー,大阪府大阪市浪速区幸町３丁目８番２８号,34.66865377,135.4817823
旅館業,ラブリー大阪,大阪府大阪市浪速区幸町３丁目８番２８号,34.66865377,135.4817823
旅館業,中村旅館,大阪府大阪市浪速区幸町３丁目９番３号,34.66897108,135.4824667
旅館業,ホテル　アフリカ　桜川,大阪府大阪市浪速区幸町３丁目９番９号,34.66876618,135.4817176
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－４－２５　ビューシャルム湊３０２,34.66617237,135.493109
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－４－２６　ビューシャルム湊５０３,34.66616107,135.4932024
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ３０７,34.66647725,135.4915656
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ３０８,34.66647725,135.4915656
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ５０７,34.66647725,135.4915656
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ５０８,34.66647725,135.4915656
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ７０７,34.66647725,135.4915656
住宅宿泊事業,ー,大阪府大阪市浪速区桜川１－６－２５アーバネックス難波ＷＥＳＴ７０８,34.66647725,135.4915656
特区民泊,セレニテフラン難波,大阪府大阪市浪速区桜川１丁目１番１６号セレニテフラン難波　２０２．５０２．６０２．７０２．８０２号室,34.6673829,135.4931697
旅館業,コーポ原,大阪府大阪市浪速区桜川１丁目１番３０号（２０１．４０１．８０３．８０５号室）,34.66777187,135.493961
旅館業,コーポ原,大阪府大阪市浪速区桜川１丁目１番３０号コーポ原（３０６、７０２号室）,34.66777187,135.493961
旅館業,コーポ原,大阪府大阪市浪速区桜川１丁目１番３０号コーポ原（４０３．４０６．５０２号室）,34.66777187,135.493961
旅館業,コーポ原,大阪府大阪市浪速区桜川１丁目１番３０号コーポ原（４０５．５０３．５０５．７０３号室）,34.66777187,135.493961
特区民泊,ＪＵＪＵの奇妙な部屋,大阪府大阪市浪速区桜川１丁目２番１３号,34.66616624,135.4937682
特区民泊,Ｓａｋｕｒａ　Ｒｅｎｔａｌ　ａｐａｒｔｍｅｎｔ,大阪府大阪市浪速区桜川１丁目２番１８号サンロール湊町　２０１，２０３，２０５，２０８，３０３，３０７，４０６号室,34.66625542,135.4938053
特区民泊,ＭＩＮＴＩＡ,大阪府大阪市浪速区桜川１丁目２番１８号サンロール湊町　２０１・２０７・３０１・３１０・４０１・４０２・４０３・４０５・４０６・４０８・５０５・５０６・５０７・６０２・７０７・８０１・８０２号室,34.66625542,135.4938053
特区民泊,ゲストハウス　サンロール,大阪府大阪市浪速区桜川１丁目２番１８号サンロール湊町　５０８号室,34.66625542,135.4938053
特区民泊,ＯＳＡＫＡ　ＧＵＥＳＴＨＯＵＳＥ　ＡＱＵＡＭＡＲＩＮＥ,大阪府大阪市浪速区桜川１丁目２番１８号サンロール湊町５０１・７０３・８０１号室,34.66625542,135.4938053
特区民泊,Ｎａｍｂａ　１ｍｉｎ　ｈｏｕｓｅ,大阪府大阪市浪速区桜川１丁目２番２０号桜川シティーハイツ　４０７号,34.66648556,135.4935621
特区民泊,ＴＡＲＯ　ＨＯＵＳＥ,大阪府大阪市浪速区桜川１丁目２番２０号桜川シティハイツ　６階６０１．６０２．６０３号,34.66648556,135.4935621
特区民泊,Ｏｓａｋａ　Ｎａｍｂａ　Ｓｔａｙ,大阪府大阪市浪速区桜川１丁目４番８号Ｏｓａｋａ　Ｎａｍｂａ　Ｓｔａｙ（３０４、３０５、４０３、４０４、４０５、５０４、５０５、６０３、６０５号室）,34.66571581,135.4936102
特区民泊,ｕｎｉｔｏ　ｒｅｓｉｄｅｎｃｅ　ＮＡＭＢＡ　Ｓａｋｕｒａｇａｗａ,大阪府大阪市浪速区桜川１丁目６番２５号アーバネックス難波ＷＥＳＴ　３０７，３０８，５０７，５０８，７０７，７０８,34.66647725,135.4915656
特区民泊,ステイファースト,大阪府大阪市浪速区桜川２丁目１０番１３号ステイファースト　２０１,34.66623216,135.4895796
特区民泊,ステイファースト,大阪府大阪市浪速区桜川２丁目１０番１３号ステイファースト　３０１・６０３,34.66623216,135.4895796
特区民泊,ステイファースト,大阪府大阪市浪速区桜川２丁目１０番１３号ステイファースト　３０２,34.66623216,135.4895796
特区民泊,ステイファースト,大阪府大阪市浪速区桜川２丁目１０番１３号ステイファースト　４０１,34.66623216,135.4895796
特区民泊,Ｂｌｏｓｓｏｍ　Ｃｏａｔ　Ｓａｋｕｒａｇａｗａ,大阪府大阪市浪速区桜川２丁目１０番１３号ステイファースト（203.205.305.403.405.503.505.601.602.605号室）,34.66623216,135.4895796
特区民泊,ＹＹ　Ｈｏｕｓｅ,大阪府大阪市浪速区桜川２丁目１０番１９号,34.66653408,135.4892899
特区民泊,桜川ビルＡ，Ｂ,大阪府大阪市浪速区桜川２丁目１２番１６号桜川ビルＡ，Ｂ,34.66462333,135.488255
特区民泊,三宿,大阪府大阪市浪速区桜川２丁目１２番７号,34.6648383,135.4886279
特区民泊,ＺＥＵＳ月光,大阪府大阪市浪速区桜川２丁目１４番２０号ＺＥＵＳ月光３０３，８０３，１００１,34.66419936,135.4887643
旅館業,Ｓａｋｕｒａ　ＨＯＴＥＬ,大阪府大阪市浪速区桜川２丁目１４番２４号リュービック１　２０１号、５０１号、５０２号,34.66440867,135.4888627
特区民泊,Ｓｕｎｒｉｓｅ　Ｈｏｕｓｅ　桜川,大阪府大阪市浪速区桜川２丁目１４番２４号リュービックビル　６．７．８階,34.66440867,135.4888627
特区民泊,雅ＳＴＡＹ　難波桜川,大阪府大阪市浪速区桜川２丁目２番３０号メディオ新難波５０１、９０１,34.668091,135.4907003
特区民泊,Ｂｌｕｅ　Ｂｅｅ　Ｎａｍｂａ　３０１,大阪府大阪市浪速区桜川２丁目３番１２号Ｂｌｕｅ　ｂｅｅ　桜川駅前　３０１号室,34.6677172,135.4888932
特区民泊,Ａ＆Ｃ　ＳＴＡＹ大阪難波西,大阪府大阪市浪速区桜川２丁目４番１６号東宝マンション４０１号・５０７号,34.66703978,135.4883168
特区民泊,おむすび桜川,大阪府大阪市浪速区桜川２丁目４番１６号東宝マンション６０６・６０８,34.66703978,135.4883168
特区民泊,ＦＤＳ　ＺＥＡＬ,大阪府大阪市浪速区桜川２丁目９番２３号ＦＤＳ　ＺＥＡＬ,34.66694478,135.4885718
特区民泊,シャローム桜川,大阪府大阪市浪速区桜川２丁目９番２４号シャローム桜川１０２号、３０２号、５０１号、５０２号、６０１号、６０２号,34.66690354,135.488714
住宅宿泊事業,ー,大阪府大阪市浪速区桜川３－６－２３フェニックスハイツ桜川７０１,34.6662977,135.4877752
旅館業,Ｒ　Ｇｕｅｓｔ　Ｈｏｕｓｅ,大阪府大阪市浪速区桜川３丁目３番８号,34.66744315,135.4869966
特区民泊,ＢｏｒｉｎｇＨａｖｅｎ,大阪府大阪市浪速区桜川３丁目４番２１号２～５Ｆ,34.66699529,135.4870146
特区民泊,松心居,大阪府大阪市浪速区桜川３丁目５番１４号１０１・２０１・３０１,34.66651471,135.4875599
特区民泊,Ｂｉｊｏｕ　Ｓｕｉｔｅｓ　Ｖｏｇｕｅ,大阪府大阪市浪速区桜川３丁目５番１５号サイストン旭２０２・２０３・３０３・４０３・５０３・６０３・８０１・８０２・８０３,34.66657357,135.4875543
旅館業,ＪＡホテル難波,大阪府大阪市浪速区桜川３丁目６番１７号,34.66586846,135.4875651
特区民泊,ＳＷ桜川４０１,大阪府大阪市浪速区桜川３丁目６番２３号フェニックスハイツ桜川４０１号室,34.6662977,135.4877752
特区民泊,Ｖｉｖａ　Ｓａｋｕｒａｇａｗａ,大阪府大阪市浪速区桜川３丁目６番２３号フェニックスハイツ桜川５０１号,34.6662977,135.4877752
特区民泊,ＳＷ桜川,大阪府大阪市浪速区桜川３丁目６番２３号フェニックスハイツ桜川７０１号室,34.6662977,135.4877752
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション２０５,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション２０７,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション２１１,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション２１２,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション３０１,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション３０７,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション３０８,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４０１,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４０２,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４１２,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４１５,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４２２,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４２７,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション４２８,34.66605159,135.4844598
住宅宿泊事業,ー,大阪府大阪市浪速区桜川４－１２－２６桜川マンション５２５,34.66605159,135.4844598
